name,rank,lineage,,,,,,,
Ruminococcus sp. AF17-22AC,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Ruminococcus__1263,s__Ruminococcus sp. AF17-22AC__2292248,
Rahnella,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Yersiniaceae__1903411,g__Rahnella__34037,,
Lentilactobacillus parafarraginis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lentilactobacillus__2767893,s__Lentilactobacillus parafarraginis__390842,
Cryomorpha,genus,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Cryomorphaceae__246874,g__Cryomorpha__246876,,
Dermabacter,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Dermabacteraceae__85020,g__Dermabacter__36739,,
Geodermatophilus,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Geodermatophilales__1643682,f__Geodermatophilaceae__85030,g__Geodermatophilus__1860,,
Pseudomonas fragi,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas fragi__296,
Yersinia sp.,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Yersiniaceae__1903411,g__Yersinia__629,s__Yersinia sp.__41315,
Adlercreutzia caecimuris,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Eggerthellales__1643822,f__Eggerthellaceae__1643826,g__Adlercreutzia__447020,s__Adlercreutzia caecimuris__671266,
Corynebacterium casei,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium casei__160386,
Tropheryma whipplei,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Tropherymataceae__2805591,g__Tropheryma__2038,s__Tropheryma whipplei__2039,
Bacteroides sp. D2,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides sp. D2__556259,
Cryomorphaceae,family,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Cryomorphaceae__246874,,,
Cellulosilyticaceae,family,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Cellulosilyticaceae__3018741,,,
Tetragenococcus halophilus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Tetragenococcus__51668,s__Tetragenococcus halophilus__51669,
Geodermatophilaceae,family,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Geodermatophilales__1643682,f__Geodermatophilaceae__85030,,,
Ectothiorhodospira,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Chromatiales__135613,f__Ectothiorhodospiraceae__72276,g__Ectothiorhodospira__1051,,
Marinobacter,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Marinobacteraceae__2887365,g__Marinobacter__2742,,
Thalassospira,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodospirillales__204441,f__Thalassospiraceae__2844866,g__Thalassospira__168934,,
Acetobacter,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodospirillales__204441,f__Acetobacteraceae__433,g__Acetobacter__434,,
Brachybacterium fresconis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Dermabacteraceae__85020,g__Brachybacterium__43668,s__Brachybacterium fresconis__173363,
Burkholderia contaminans,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Burkholderiaceae__119060,g__Burkholderia__32008,s__Burkholderia contaminans__488447,
Microvirga,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Methylobacteriaceae__119045,g__Microvirga__186650,,
Methylophilaceae,family,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Nitrosomonadales__32003,f__Methylophilaceae__32011,,,
Cellulosilyticum lentocellum,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Cellulosilyticaceae__3018741,g__Cellulosilyticum__698776,s__Cellulosilyticum lentocellum__29360,
Nocardiopsaceae,family,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,,,
Trueperella,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Trueperella__1069494,,
Vagococcus,genus,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Vagococcus__2737,,
Myroides,genus,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Myroides__76831,,
Bacteroides zoogleoformans,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides zoogleoformans__28119,
Planococcus,genus,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Planococcaceae__186818,g__Planococcus__1372,,
Salinicoccus,genus,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Staphylococcaceae__90964,g__Salinicoccus__45669,,
Methylocystaceae,family,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Methylocystaceae__31993,,,
Geodermatophilales,order,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Geodermatophilales__1643682,,,,
Filifactor,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Filifactoraceae__3118655,g__Filifactor__44259,,
Psychrobacter nivimaris,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Psychrobacter__497,s__Psychrobacter nivimaris__281738,
Brochothrix thermosphacta,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Listeriaceae__186820,g__Brochothrix__2755,s__Brochothrix thermosphacta__2756,
Franzmannia qiaohouensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Oceanospirillales__135619,f__Halomonadaceae__28256,g__Franzmannia__3137763,s__Franzmannia qiaohouensis__1329370,
Stenotrophomonas terrae,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Stenotrophomonas__40323,s__Stenotrophomonas terrae__405446,
Brevundimonas bullata,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Caulobacterales__204458,f__Caulobacteraceae__76892,g__Brevundimonas__41275,s__Brevundimonas bullata__13160,
Flavobacterium frigidarium,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Flavobacterium__237,s__Flavobacterium frigidarium__99286,
Nocardiopsis sp. NRRL B-16309,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis sp. NRRL B-16309__1519494,
Nesterenkonia halobia,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Nesterenkonia__57494,s__Nesterenkonia halobia__37922,
Sphingomonas parapaucimobilis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Sphingomonadales__204457,f__Sphingomonadaceae__41297,g__Sphingomonas__13687,s__Sphingomonas parapaucimobilis__28213,
Paenibacillus borealis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus borealis__160799,
Pseudonocardia hydrocarbonoxydans,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Pseudonocardiales__85010,f__Pseudonocardiaceae__2070,g__Pseudonocardia__1847,s__Pseudonocardia hydrocarbonoxydans__76726,
Idiomarina loihiensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Alteromonadales__135622,f__Idiomarinaceae__267893,g__Idiomarina__135575,s__Idiomarina loihiensis__135577,
Corynebacterium sphenisci,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium sphenisci__191493,
Pseudomonas taetrolens,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas taetrolens__47884,
Neisseria animaloris,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Neisseria__482,s__Neisseria animaloris__326522,
Actinomyces denticolens,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces denticolens__52767,
Chryseobacterium shigense,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Chryseobacterium__59732,s__Chryseobacterium shigense__297244,
Brochothrix,genus,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Listeriaceae__186820,g__Brochothrix__2755,,
Capnocytophaga cynodegmi,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Capnocytophaga__1016,s__Capnocytophaga cynodegmi__28189,
Pseudomonas thivervalensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas thivervalensis__86265,
Methylobacterium soli,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Methylobacteriaceae__119045,g__Methylobacterium__407,s__Methylobacterium soli__553447,
Acetobacter orleanensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodospirillales__204441,f__Acetobacteraceae__433,g__Acetobacter__434,s__Acetobacter orleanensis__104099,
Mixta,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Erwiniaceae__1903409,g__Mixta__2100764,,
Arthrobacter sp. KOPRI 25587,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Arthrobacter__1663,s__Arthrobacter sp. KOPRI 25587__887358,
Lonsdalea,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Pectobacteriaceae__1903410,g__Lonsdalea__1082702,,
Lactococcus sp. LMG 28767,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Lactococcus__1357,s__Lactococcus sp. LMG 28767__1665536,
Streptococcus orisratti,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus orisratti__114652,
Myroides pelagicus,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Myroides__76831,s__Myroides pelagicus__270914,
Flavobacterium fluvii,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Flavobacterium__237,s__Flavobacterium fluvii__468056,
Aerococcus urinaeequi,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Aerococcaceae__186827,g__Aerococcus__1375,s__Aerococcus urinaeequi__51665,
Pseudomonas weihenstephanensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas weihenstephanensis__1608994,
Pseudomonas lundensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas lundensis__86185,
Corynebacterium xerosis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium xerosis__1725,
Cellvibrio fulvus,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Cellvibrionales__1706369,f__Cellvibrionaceae__1706371,g__Cellvibrio__10,s__Cellvibrio fulvus__180916,
Porphyromonas crevioricanis,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Porphyromonadaceae__171551,g__Porphyromonas__836,s__Porphyromonas crevioricanis__393921,
Weissella sp. NBRC 107245,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Weissella__46255,s__Weissella sp. NBRC 107245__1114067,
Pseudomonas syringae,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas syringae__317,
Arthrobacter sp. KOPRI 25486,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Arthrobacter__1663,s__Arthrobacter sp. KOPRI 25486__887349,
Psychrobacter arcticus,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Psychrobacter__497,s__Psychrobacter arcticus__334543,
Flavobacterium psychrophilum,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Flavobacterium__237,s__Flavobacterium psychrophilum__96345,
Nocardiopsis synnemataformans,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Streptosporangiales__85012,f__Nocardiopsaceae__83676,g__Nocardiopsis__2013,s__Nocardiopsis synnemataformans__61305,
Paracoccus methylarcula,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodobacterales__204455,f__Paracoccaceae__31989,g__Paracoccus__265,s__Paracoccus methylarcula__72022,
Arthrobacter alpinus,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Arthrobacter__1663,s__Arthrobacter alpinus__656366,
Methylobacterium radiotolerans,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Methylobacteriaceae__119045,g__Methylobacterium__407,s__Methylobacterium radiotolerans__31998,
Paenibacillus odorifer,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus odorifer__189426,
Vagococcus salmoninarum,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Vagococcus__2737,s__Vagococcus salmoninarum__2739,
Actinomycetospora chiangmaiensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Pseudonocardiales__85010,f__Pseudonocardiaceae__2070,g__Actinomycetospora__402649,s__Actinomycetospora chiangmaiensis__402650,
Flavobacterium limicola,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Flavobacterium__237,s__Flavobacterium limicola__180441,
Acinetobacter oleivorans,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Acinetobacter__469,s__Acinetobacter oleivorans__1148157,
Cryomorpha ignava,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Cryomorphaceae__246874,g__Cryomorpha__246876,s__Cryomorpha ignava__101383,
Marinobacter sp. NBRC 101709,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Marinobacteraceae__2887365,g__Marinobacter__2742,s__Marinobacter sp. NBRC 101709__1113802,
Geodermatophilus obscurus,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Geodermatophilales__1643682,f__Geodermatophilaceae__85030,g__Geodermatophilus__1860,s__Geodermatophilus obscurus__1861,
Methylobacillus,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Nitrosomonadales__32003,f__Methylophilaceae__32011,g__Methylobacillus__404,,
Stenotrophomonas rhizophila,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Stenotrophomonas__40323,s__Stenotrophomonas rhizophila__216778,
Methylocystis sp. SC2,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Methylocystaceae__31993,g__Methylocystis__133,s__Methylocystis sp. SC2__187303,
Halopseudomonas bauzanensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Halopseudomonas__2901189,s__Halopseudomonas bauzanensis__653930,
Novispirillum itersonii,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodospirillales__204441,f__Novispirillaceae__3031145,g__Novispirillum__660514,s__Novispirillum itersonii__189,
Chryseobacterium indologenes,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Chryseobacterium__59732,s__Chryseobacterium indologenes__253,
Thalassospiraceae,family,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Rhodospirillales__204441,f__Thalassospiraceae__2844866,,,
Alkalibacterium iburiense,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Carnobacteriaceae__186828,g__Alkalibacterium__99906,s__Alkalibacterium iburiense__290589,
Myroides odoratimimus,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Myroides__76831,s__Myroides odoratimimus__76832,
Alkalibacterium psychrotolerans,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Carnobacteriaceae__186828,g__Alkalibacterium__99906,s__Alkalibacterium psychrotolerans__254784,
Brachybacterium conglomeratum,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Dermabacteraceae__85020,g__Brachybacterium__43668,s__Brachybacterium conglomeratum__47846,
Planococcus maritimus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Planococcaceae__186818,g__Planococcus__1372,s__Planococcus maritimus__192421,
Flavobacterium succinicans,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Flavobacteriaceae__49546,g__Flavobacterium__237,s__Flavobacterium succinicans__29536,
Chryseobacterium aquaticum,species,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Chryseobacterium__59732,s__Chryseobacterium aquaticum__452084,
