Name,Collection,Top 1 Organism,Top 2 Organism,Top 3 Organism,Top 4 Organism,Top 5 Organism,Top 6 Organism,Top 7 Organism,Top 8 Organism,Top 9 Organism,Top 10 Organism,Top 11 Organism,Top 12 Organism,Top 13 Organism,Top 14 Organism,Top 15 Organism,Top 16 Organism,Top 17 Organism,Top 18 Organism,Top 19 Organism,Top 20 Organism,Top 21 Organism,Top 22 Organism,Top 23 Organism,Top 24 Organism,Top 25 Organism,Top 26 Organism,Top 27 Organism,Top 28 Organism,Top 29 Organism,Top 30 Organism
Permeability,conditions,[33042] Coprococcus (-0.1214),[572511] Blautia (0.0548),[906] Megasphaera (0.0548),[189330] Dorea (0.0548),[1263] Ruminococcus (-0.0548),[459786] Oscillibacter (-0.0548),[186801] Clostridia (-0.0548),[52784] Anaerofilum (-0.0548),[239934] Akkermansia (0.0492),[816] Bacteroides (0.0407),[216851] Faecalibacterium (-0.0394),[1654] Actinomyces (0.0326),[1378] Gemella (0.0326),[872] Desulfovibrio (0.0326),[1678] Bifidobacterium (-0.0315),[33958] Lactobacillaceae (0.0314),[186826] Lactobacillales (0.0314),[81852] Enterococcaceae (0.0314),[1300] Streptococcaceae (0.0314),[1239] Bacillota (-0.028),[239759] Alistipes (0.0166),[574697] Butyricimonas (0.0155),[848] Fusobacterium (0.0155),[1730] Eubacterium (0.0155),[207244] Anaerostipes (0.0155),[580596] Butyricicoccus (0.0155),[841] Roseburia (0.0155),[39491] Agathobacter rectalis (-0.0078),[292632] Subdoligranulum (-0.0067),[200643] Bacteroidia (0.004)
Inflammation,symptoms,[572511] Blautia (-0.0742),[1678] Bifidobacterium (-0.0657),[1578] Lactobacillus (0.0341),[165179] Segatella copri (0.0314),[821] Phocaeicola vulgatus (-0.0312),[239759] Alistipes (-0.0292),[59732] Chryseobacterium (-0.0274),[286] Pseudomonas (-0.0274),[1926677] Raoultibacter (0.0274),[61170] Holdemania (0.0274),[35517] [Eubacterium] brachy (0.0274),[1847] Pseudonocardia (0.0274),[207244] Anaerostipes (-0.027),[39948] Dialister (0.0269),[1263] Ruminococcus (-0.0257),[301302] Roseburia faecis (-0.024),[816] Bacteroides (0.0223),[33024] Phascolarctobacterium (-0.0203),[853] Faecalibacterium prausnitzii (-0.0183),[1357] Lactococcus (-0.0167),[1473205] Senegalimassilia (-0.0167),[216851] Faecalibacterium (-0.016),[186803] Lachnospiraceae (-0.0151),[Probiotic] Ligilactobacillus salivarius (0.0151),[239934] Akkermansia (0.0151),[841] Roseburia (-0.0151),[823] Parabacteroides distasonis (-0.0151),[33042] Coprococcus (-0.0151),[310297] Phocaeicola plebeius (0.0151),[189330] Dorea (-0.0151)
Constipation,symptoms,[216572] Oscillospiraceae (0.193),[816] Bacteroides (0.1634),[283168] Odoribacter (0.1476),[1313211] Lentisphaeria (0.1476),[255528] Victivallaceae (0.1476),[172900] Victivallis (0.1476),[278082] Victivallales (0.1476),[172901] Victivallis vadensis (0.1476),[213117] Desulfohalobiaceae (0.1476),[256845] Lentisphaerota (0.1476),[186804] Peptostreptococcaceae (-0.1476),[28118] Odoribacter splanchnicus (0.1476),[414999] Opitutae (0.1476),[415001] Puniceicoccales (0.1476),[838] Prevotella (-0.1445),[74201] Verrucomicrobiota (0.1327),[1239] Bacillota (0.1276),[29465] Veillonella (0.1203),[171549] Bacteroidales (0.1148),[990721] Christensenella (-0.1122),[32066] Fusobacteriota (-0.0982),[649776] Synergistales (-0.0982),[80840] Burkholderiales (0.0982),[995019] Sutterellaceae (0.0982),[508460] Cloacibacillus evryensis (-0.0982),[1301] Streptococcus (0.0982),[649777] Synergistaceae (-0.0982),[28216] Betaproteobacteria (0.0982),[990719] Christensenellaceae (-0.0982),[508458] Synergistota (-0.0982)
Defecation,symptoms,[84108] Slackia (0.001),[33039] [Ruminococcus] torques (0.0),[74426] Collinsella aerofaciens (-0.0),[29465] Veillonella (-0.0),[1678] Bifidobacterium (-0.0),[1578] Lactobacillus (-0.0),[33043] Coprococcus eutactus (-0.0),,,,,,,,,,,,,,,,,,,,,,,
Diabetic Neuropathies,symptoms,[200643] Bacteroidia (-0.0175),[906] Megasphaera (0.0175),[1239] Bacillota (0.0175),[201174] Actinomycetota (0.0175),[543] Enterobacteriaceae (0.0166),[907] Megasphaera elsdenii (0.0166),[1236] Gammaproteobacteria (0.0166),[1224] Pseudomonadota (0.0166),[91347] Enterobacterales (0.0166),[562] Escherichia coli (0.0166),[216851] Faecalibacterium (-0.0009),[1940338] Escherichia/Shigella sp. (0.0009),[33039] [Ruminococcus] torques (0.0009),[816] Bacteroides (-0.0009),[572511] Blautia (0.0009),[1506553] Lachnoclostridium (0.0009),[990719] Christensenellaceae (0.0),[1501226] Romboutsia (-0.0),[838] Prevotella (-0.0),[1678] Bifidobacterium (-0.0),[561] Escherichia (0.0),[150022] Finegoldia (0.0),[158846] Megamonas (-0.0),[841] Roseburia (-0.0),[1301] Streptococcus (-0.0),[239934] Akkermansia (0.0),[872] Desulfovibrio (0.0),[1730] Eubacterium (-0.0),[189330] Dorea (-0.0),[Pathogen] Shigella (0.0)
Inulin Digestion,metabolisms,[84112] Eggerthella lenta (0.1173),[1160721] Ruminococcus bicirculans (0.1173),[357276] Phocaeicola dorei (0.1173),[214856] Alistipes finegoldii (0.1173),[821] Phocaeicola vulgatus (0.1173),[28026] Bifidobacterium pseudocatenulatum (0.1173),[328814] Alistipes shahii (0.1173),[818] Bacteroides thetaiotaomicron (0.1173),[471189] Gordonibacter pamelaeae (0.1173),[1335613] Gordonibacter urolithinfaciens (0.1173),[328813] Alistipes onderdonkii (0.1173),[823] Parabacteroides distasonis (0.1173),[Probiotic] Bifidobacterium longum (0.1173),[1352] Enterococcus faecium (0.1173),[1583] Weissella confusa (0.1173),[1680] Bifidobacterium adolescentis (0.1173),[626932] Alistipes indistinctus (0.1173),[Probiotic] Bifidobacterium animalis (0.1173),[102106] Collinsella (0.0204),[1385940] Bifidobacterium breve JCM 7019 (0.0102),[1870985] Arabiibacter massiliensis (0.0026),,,,,,,,,
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",conditions,[815] Bacteroidaceae (-0.0478),[171550] Rikenellaceae (-0.0478),[31977] Veillonellaceae (-0.0348),[543] Enterobacteriaceae (0.0348),[816] Bacteroides (-0.0348),[562] Escherichia coli (0.0348),[909656] Phocaeicola (-0.0348),[821] Phocaeicola vulgatus (-0.0348),[2528203] Bacteroides sp. A1C1 (-0.0348),[573] Klebsiella pneumoniae (0.0348),[357276] Phocaeicola dorei (-0.0348),[437897] Megamonas funiformis (0.0348),[33025] Phascolarctobacterium faecium (0.0348),[570] Klebsiella (0.0348),[909930] Acidaminococcaceae (0.0348),[33024] Phascolarctobacterium (0.0348),[1843491] Selenomonadaceae (0.0348),[158846] Megamonas (0.0348),[2005525] Tannerellaceae (-0.0348),[820] Bacteroides uniformis (-0.0348),[2158] Methanobacteriales (0.013),[1643826] Eggerthellaceae (0.013),[31979] Clostridiaceae (0.013),[39488] Anaerobutyricum hallii (0.013),[84998] Coriobacteriia (0.013),[186804] Peptostreptococcaceae (0.013),[3085642] Butyricicoccaceae (0.013),[33039] [Ruminococcus] torques (0.013),[239759] Alistipes (-0.013),[84999] Coriobacteriales (0.013)
Hypothyroidism,conditions,[838] Prevotella (0.0378),[816] Bacteroides (-0.0166),[482] Neisseria (0.0155),[29465] Veillonella (-0.0155),[577309] Paraprevotella (-0.0155),[67575] Rheinheimera (0.0155),[543314] Eubacteriales Family XIII. Incertae Sedis (-0.0143),[1236] Gammaproteobacteria (0.0143),[135625] Pasteurellales (0.0143),[40520] Blautia obeum (-0.0143),[1737406] Tissierellaceae (-0.0143),[841] Roseburia (0.0143),[729] Haemophilus parainfluenzae (0.0143),[186817] Bacillaceae (-0.0143),[572511] Blautia (-0.0143),[84107] Coriobacteriaceae (-0.0143),[724] Haemophilus (0.0143),[879970] Defluviitalea saccharophila (-0.0143),[84998] Coriobacteriia (-0.0143),[1239] Bacillota (-0.0143),[128827] Erysipelotrichaceae (-0.0143),[150247] Anoxybacillus (-0.0143),[823] Parabacteroides distasonis (0.0143),[745368] Gemmiger formicilis (-0.0143),[204475] Gemmiger (-0.0143),[171551] Porphyromonadaceae (0.0143),[543311] Parvimonas (-0.0143),[1485] Clostridium (-0.0143),[33042] Coprococcus (-0.0143),[186804] Peptostreptococcaceae (-0.0143)
Bile Reflux,symptoms,[1283313] Alloprevotella (0.0),[482] Neisseria (-0.0),[46255] Weissella (-0.0),[1678] Bifidobacterium (-0.0),[375288] Parabacteroides (0.0),[239934] Akkermansia (-0.0),[1263] Ruminococcus (-0.0),[158846] Megamonas (0.0),,,,,,,,,,,,,,,,,,,,,,
"Cholangitis, Sclerosing",conditions,[29465] Veillonella (0.0314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autism Spectrum Disorder,conditions,[1265] Ruminococcus flavefaciens (0.0939),[1522] [Clostridium] innocuum (0.0939),[1512] [Clostridium] symbiosum (0.0939),[33038] Mediterraneibacter gnavus (0.0939),[46228] [Ruminococcus] lactaris (-0.0939),[1550] Clostridium subterminale (0.0939),[1505] Paraclostridium sordellii (0.0939),[160404] Anaerotignum lactatifermentans (0.0939),[36841] Terrisporobacter glycolicus (-0.0939),[89014] Blautia luti (0.0939),[29348] Thomasclavelia spiroformis (-0.0939),[Pathogen] Clostridium perfringens (-0.0939),[29363] Clostridium paraputrificum (-0.0939),[84024] Clostridium disporicum (-0.0939),[292800] Flavonifractor plautii (0.0939),[1492] Clostridium butyricum (-0.0939),[40544] Sutterella (0.0385),[186803] Lachnospiraceae (-0.0166),[1506553] Lachnoclostridium (-0.0166),[1531] Enterocloster clostridioformis (0.0166),[946234] Flavonifractor (-0.0166),[909930] Acidaminococcaceae (-0.0166),[31977] Veillonellaceae (-0.0063),[33042] Coprococcus (-0.0063),[165179] Segatella copri (-0.0063),,,,,
Osteoarthritis,conditions,[1239] Bacillota (0.018),[186801] Clostridia (0.018),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campylobacter Infections,conditions,[561] Escherichia (0.1022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-Acetyl-D-Glucosamine Digestion,metabolisms,[1870985] Arabiibacter massiliensis (0.0026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhinitis, Allergic",conditions,[1678] Bifidobacterium (0.0288),[158846] Megamonas (-0.0184),[841] Roseburia (0.0184),[1506553] Lachnoclostridium (0.0184),[848] Fusobacterium (0.0184),[577310] Parasutterella (0.0184),[28050] Lachnospira (0.0184),[33039] [Ruminococcus] torques (-0.0184),[33024] Phascolarctobacterium (0.0184),[1407607] Fusicatenibacter (0.0184),[186928] unclassified Lachnospiraceae (0.0184),[239759] Alistipes (-0.0184),[1283313] Alloprevotella (-0.0184),[572511] Blautia (0.0184),[515620] [Eubacterium] eligens ATCC 27750 (0.0184),[33038] Mediterraneibacter gnavus (-0.0125),[40544] Sutterella (0.0125),[838] Prevotella (-0.0104),[561] Escherichia (0.0104),[1337051] Murimonas intestini (-0.0059),[171549] Bacteroidales (0.0059),[43675] Rothia mucilaginosa (-0.0059),[1297617] Intestinimonas butyriciproducens (-0.0059),[187327] Acidaminococcus intestini (0.0059),[89153] [Clostridium] hylemonae (0.0059),[253314] Acetivibrio straminisolvens (-0.0059),[1239] Bacillota (-0.0059),[1628085] Agathobaculum butyriciproducens (-0.0059),[200643] Bacteroidia (0.0059),[204516] Phocaeicola massiliensis (-0.0059)
Autoimmune Pancreatitis,conditions,[487173] Dialister succinatiphilus (-0.0294),[1318] Streptococcus parasanguinis (0.0294),[853] Faecalibacterium prausnitzii (-0.0294),[29466] Veillonella parvula (0.0294),[39777] Veillonella atypica (0.0294),[437897] Megamonas funiformis (-0.0294),[39778] Veillonella dispar (0.0294),[363265] Leyella stercorea (0.0294),[29465] Veillonella (0.0294),[216851] Faecalibacterium (-0.0294),[158846] Megamonas (-0.0294),[576] Klebsiella sp. (0.0156),,,,,,,,,,,,,,,,,,
"Genital Diseases, Female",conditions,[216572] Oscillospiraceae (0.0),[119852] Oscillospira (0.0),[186802] Eubacteriales (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,
Alopecia,symptoms,[1506553] Lachnoclostridium (0.0),[1678] Bifidobacterium (-0.0),[580596] Butyricicoccus (-0.0),[239759] Alistipes (-0.0),[473772] unclassified Oscillospiraceae (-0.0),[375288] Parabacteroides (-0.0),[990719] Christensenellaceae (-0.0),,,,,,,,,,,,,,,,,,,,,,,
Short Bowel Syndrome,conditions,[200643] Bacteroidia (-0.0337),[1678] Bifidobacterium (-0.0223),[2173] Methanobrevibacter smithii (-0.0223),[1239] Bacillota (-0.0223),[1578] Lactobacillus (0.0178),[216851] Faecalibacterium (-0.0174),[128827] Erysipelotrichaceae (-0.0174),[207244] Anaerostipes (-0.0174),[186803] Lachnospiraceae (-0.0174),[216572] Oscillospiraceae (-0.0174),[1407607] Fusicatenibacter (-0.0174),[816] Bacteroides (-0.0174),[841] Roseburia (-0.0174),[572511] Blautia (-0.0174),[171549] Bacteroidales (-0.0114),[186928] unclassified Lachnospiraceae (-0.0114),[543314] Eubacteriales Family XIII. Incertae Sedis (-0.0114),[348841] unclassified Clostridia (-0.0114),[186802] Eubacteriales (-0.0114),[459786] Oscillibacter (-0.0114),[473772] unclassified Oscillospiraceae (-0.0114),[36866] unclassified Enterobacteriaceae (0.0114),[29465] Veillonella (0.0114),[1236] Gammaproteobacteria (0.0114),[39779] unclassified Eubacteriales (-0.0114),[204441] Rhodospirillales (-0.0114),[91061] Bacilli (0.0114),[91347] Enterobacterales (0.0114),[544447] unclassified Erysipelotrichaceae (-0.0114),[185291] unclassified Bacteroidales (-0.0114)
"Colitis, Ulcerative",conditions,[853] Faecalibacterium prausnitzii (-0.3778),[301301] Roseburia hominis (-0.2957),[46770] Candidatus Cenarchaeum symbiosum (0.226),[821] Phocaeicola vulgatus (0.2199),[Probiotic] Bifidobacterium breve (0.1934),[841] Roseburia (0.1887),[1150298] Fusicatenibacter saccharivorans (-0.1565),[1301] Streptococcus (0.1424),[39491] Agathobacter rectalis (-0.1266),[1535] [Clostridium] leptum (-0.1259),[84107] Coriobacteriaceae (-0.1258),[39948] Dialister (-0.1258),[292800] Flavonifractor plautii (0.1257),[328814] Alistipes shahii (-0.1257),[114527] Mogibacterium diversum (-0.1194),[649756] Anaerostipes hadrus (-0.1194),[418240] Blautia wexlerae (-0.1194),[35833] Bilophila wadsworthia (-0.1194),[1262992] Firmicutes bacterium CAG:83 (-0.1194),[1328] Streptococcus anginosus (-0.1194),[301302] Roseburia faecis (-0.1194),[261299] Intestinibacter bartlettii (-0.1194),[360807] Roseburia inulinivorans (-0.1194),[40520] Blautia obeum (-0.1194),[745368] Gemmiger formicilis (-0.1194),[33025] Phascolarctobacterium faecium (-0.1194),[39488] Anaerobutyricum hallii (-0.1194),[47678] Bacteroides caccae (-0.1194),[1628085] Agathobaculum butyriciproducens (-0.1194),[88431] Dorea longicatena (-0.1194)
Long Pepper Digestion,metabolisms,[1678] Bifidobacterium (0.0034),[128827] Erysipelotrichaceae (0.0034),[171551] Porphyromonadaceae (0.0034),[506] Alcaligenaceae (0.0034),,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroesophageal Reflux,conditions,[1301] Streptococcus (0.0117),[189330] Dorea (0.0117),[1654] Actinomyces (0.0117),[572511] Blautia (0.0117),[473772] unclassified Oscillospiraceae (0.0117),[1239] Bacillota (0.0117),[40544] Sutterella (-0.0117),[102106] Collinsella (0.0117),[2637482] unclassified Mogibacterium (0.0117),[36866] unclassified Enterobacteriaceae (0.0117),[201174] Actinomycetota (0.0117),[447020] Adlercreutzia (0.0117),[1895827] unclassified Candidatus Saccharibacteria (0.0117),[574697] Butyricimonas (-0.0117),[84111] Eggerthella (0.0117),[375288] Parabacteroides (0.0117),[561] Escherichia (0.0117),[200643] Bacteroidia (-0.0117),[1730] Eubacterium (0.0117),[1485] Clostridium (0.0117),[906] Megasphaera (0.0),[543] Enterobacteriaceae (0.0),[1154585] Gaiellaceae (0.0),[43675] Rothia mucilaginosa (0.0),[216572] Oscillospiraceae (0.0),[1678] Bifidobacterium (0.0),[39778] Veillonella dispar (0.0),[419014] Alloscardovia (0.0),[86331] Mogibacterium (0.0),[1328] Streptococcus anginosus (0.0)
Renal Insufficiency,conditions,[171552] Prevotellaceae (-0.0157),[526525] Erysipelotrichales (-0.0157),[28216] Betaproteobacteria (-0.0157),[526524] Erysipelotrichia (-0.0157),[1228827] Influenza A virus) (-0.0157),[1263] Ruminococcus (-0.0157),[574697] Butyricimonas (-0.0157),[577309] Paraprevotella (-0.0157),[816] Bacteroides (0.0157),[46228] [Ruminococcus] lactaris (-0.0157),[80840] Burkholderiales (-0.0157),[1311] Streptococcus agalactiae (-0.0157),,,,,,,,,,,,,,,,,,
Pancreatic Diseases,conditions,[1239] Bacillota (-0.0789),[171552] Prevotellaceae (0.0688),[186802] Eubacteriales (-0.0688),[35832] Bilophila (-0.0688),[283168] Odoribacter (-0.0688),[189330] Dorea (0.0688),[33042] Coprococcus (0.0688),[838] Prevotella (0.0688),[1348911] Coprobacter (-0.0688),[397864] Barnesiella (-0.0688),[574697] Butyricimonas (-0.0688),[216572] Oscillospiraceae (-0.0688),[712] Pasteurellaceae (0.0688),[209879] Allisonella (0.0688),[239759] Alistipes (-0.0688),[459786] Oscillibacter (-0.0688),[244127] Anaerotruncus (-0.0688),[133925] Olsenella (0.0688),[1017280] Pseudoflavonifractor (-0.0688),[102106] Collinsella (0.0688),[171549] Bacteroidales (0.0688),[1501226] Romboutsia (0.0688),[577310] Parasutterella (-0.0688),[946234] Flavonifractor (-0.0688),[165179] Segatella copri (-0.0102),[322095] Porphyromonas somerae (0.0102),[1224] Pseudomonadota (0.0102),[57494] Nesterenkonia (0.0102),[40518] Ruminococcus bromii (-0.0102),[28090] Acinetobacter lwoffii (0.0102)
Diabetic Retinopathy,conditions,[39491] Agathobacter rectalis (0.672),[186807] Peptococcaceae (-0.672),[990719] Christensenellaceae (-0.6554),[447020] Adlercreutzia (0.6554),[1730] Eubacterium (0.048),[216572] Oscillospiraceae (0.048),[1301] Streptococcus (-0.0314),[283168] Odoribacter (0.0314),[214856] Alistipes finegoldii (0.0314),[85004] Bifidobacteriales (-0.0314),[46503] Parabacteroides merdae (0.0314),[1224] Pseudomonadota (-0.0314),[1843489] Veillonellales (-0.0314),[97478] Limosilactobacillus mucosae (-0.0314),[Probiotic] Streptococcus salivarius (-0.0314),[745368] Gemmiger formicilis (0.0314),[39496] Eubacterium ventriosum (0.0314),[1680] Bifidobacterium adolescentis (-0.0314),[28026] Bifidobacterium pseudocatenulatum (-0.0314),[84086] unclassified Bacillota (0.0314),[1262992] Firmicutes bacterium CAG:83 (0.0314),[841] Roseburia (-0.024),[1239] Bacillota (-0.0166),[290054] Eubacterium coprostanoligenes (-0.0166),[216851] Faecalibacterium (-0.0166),[31979] Clostridiaceae (-0.0166),[186802] Eubacteriales (-0.0166),[515620] [Eubacterium] eligens ATCC 27750 (-0.0166),[186804] Peptostreptococcaceae (-0.0166),[1501226] Romboutsia (-0.0166)
Fructo-Oligosaccharide Digestion,metabolisms,[Probiotic] Bifidobacterium breve (0.0098),[Probiotic] Bifidobacterium longum subsp. infantis (0.0098),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behcet Syndrome,conditions,[2049036] Paraprevotella sp. (0.1019),[1869337] Parabacteroides sp. (0.1019),[2774294] Methanomethylophilus sp. (-0.1019),[1929485] Bilophila sp. (0.1019),[90427] Methanoculleus sp. (-0.1019),[1506] Clostridium sp. (-0.1019),[88431] Dorea longicatena (-0.0952),[39488] Anaerobutyricum hallii (-0.0952),[457395] Bacteroides sp. 9_1_42FAA (0.0952),[562] Escherichia coli (0.0952),[363265] Leyella stercorea (0.0952),[Probiotic] Streptococcus thermophilus (-0.0952),[28117] Alistipes putredinis (0.0952),[577309] Paraprevotella (0.0952),[39486] Dorea formicigenerans (-0.0952),[658089] Lachnospiraceae bacterium 5_1_63FAA (-0.0952),[35832] Bilophila (0.0952),[33038] Mediterraneibacter gnavus (-0.0952),[310297] Phocaeicola plebeius (0.0952),[40520] Blautia obeum (-0.0952),[459786] Oscillibacter (0.0952),[754051] Vibrio phage pYD38-A (-0.0952),[410072] Coprococcus comes (-0.0952),[1891238] Burkholderiales bacterium (0.0952),[28111] Bacteroides eggerthii (0.0952),[33039] [Ruminococcus] torques (-0.0952),[328814] Alistipes shahii (0.0952),[550] Enterobacter cloacae (0.0952),[626940] Phascolarctobacterium succinatutens (0.0952),[487175] Parasutterella excrementihominis (0.0952)
Frankincense Digestion,metabolisms,[815] Bacteroidaceae (0.0063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cholesterol, LDL",symptoms,[186803] Lachnospiraceae (0.1216),[31979] Clostridiaceae (0.0668),[128827] Erysipelotrichaceae (0.0548),[4930] Saccharomyces (0.0204),[76775] Malassezia restricta (-0.0204),[239934] Akkermansia (-0.0178),[1501226] Romboutsia (-0.0178),[239759] Alistipes (-0.0178),[39488] Anaerobutyricum hallii (-0.0178),[572511] Blautia (-0.0178),[577309] Paraprevotella (-0.0178),[83770] Succinivibrio (0.0178),[906] Megasphaera (0.0178),[200643] Bacteroidia (-0.0142),[39948] Dialister (0.0142),[1678] Bifidobacterium (-0.0053),[1283313] Alloprevotella (0.0036),[208479] Enterocloster bolteae (0.0001),,,,,,,,,,,,
Glutamate Decarboxylase,symptoms,[255528] Victivallaceae (0.0002),[278082] Victivallales (0.0002),[1348911] Coprobacter (0.0002),[39948] Dialister (0.0002),[171550] Rikenellaceae (0.0002),[239759] Alistipes (0.0002),[186806] Eubacteriaceae (0.0002),[1392389] Intestinimonas (0.0002),[81852] Enterococcaceae (0.0002),[216572] Oscillospiraceae (0.0002),[86331] Mogibacterium (0.0002),[1313211] Lentisphaeria (0.0002),[256845] Lentisphaerota (0.0002),[846] Oxalobacter (0.0002),[186802] Eubacteriales (0.0002),[1263] Ruminococcus (0.0002),[1730] Eubacterium (0.0002),[172900] Victivallis (0.0002),[1350] Enterococcus (0.0002),[75682] Oxalobacteraceae (0.0002),,,,,,,,,,
Psychotic Disorders,conditions,[Pathogen] Shigella (0.0517),[29465] Veillonella (0.0517),[84111] Eggerthella (0.0517),[216851] Faecalibacterium (-0.0517),[561] Escherichia (0.0517),[33042] Coprococcus (-0.0517),[316625] Saccharophagus (0.0053),[109262] Halothiobacillus (0.0053),[2038] Tropheryma (0.0053),[1163] Anabaena (-0.0053),[56688] Halorubrum (0.0053),[96] Gallionella (-0.0053),[33958] Lactobacillaceae (0.0053),[53572] Deferribacter (0.0053),[35798] Nitrosospira (-0.0053),[255526] Halothiobacillaceae (0.0053),[118882] Brucellaceae (0.0053),[528] Ochrobactrum (0.0053),[1268] Micrococcaceae (0.0053),[1578] Lactobacillus (0.0053),[31977] Veillonellaceae (-0.0053),,,,,,,,,
